-002:40:44|PAO|This is Apollo/Saturn Launch Control T-minus 2 hours, 40 minutes, 40 seconds and counting. At this time, the prime crew for Apollo 11 has boarded the high-speed elevator from inside the A-level in the mobile launcher, which is the second level inside the launcher. This is a high-speed elevator, 600 feet-per-minute, which will carry them to the 320 foot level, the spacecraft level. Shortly, we'll expect astronauts, Neil Armstrong and Michael Collins to come across swing-arm 9, the Apollo access arm, and proceed to the white room and standby to board the spacecraft. The third member of the crew, astronaut Edwin Aldrin, will be the last one to board the spacecraft, will standby in the elevator seated in a chair, while his two comrades first board the spacecraft. Once Armstrong, who sits in the left-hand seat, and Collins who will sit in the right-hand seat during liftoff are aboard, then Aldrin will be called and he will take his seat--the middle seat in the spacecraft. The spacecraft commander, Neil Armstrong and the Command Module Pilot, Michael Collins now proceeding across the swing-arm into the small white room that attaches at the spacecraft level. In the mean time, about 100 feet below, we have a technician--a team of technicians working on a leaking valve which is a part of the ground support equipment, a part of the system that's used to replenish the fuel supply for the 3rd stage of the Saturn V rocket. He is proceeding to tighten a series of bolts around this valve in the hope that this will correct the leak. Once the technicians do depart, the hydrogen will again be flowed through the system to assure that the leak has been corrected. The spacecraft Commander, Neil Armstrong, and CMP--the Command Module Pilot, Mike Collins now standing by in the white room. T-minus 2 hours 38 minutes, 45 seconds and counting, this is Launch Control.
-002:34:47|PAO|This is Apollo/Saturn Launch Control T-minus 2 hours, 34 minutes, 44 seconds and counting. The spacecraft Commander, Neil Armstrong now aboard the spacecraft at the 320 foot level, at the pad. We had it logged, having the commander going over the sill, into the cabin at 6:54am, Eastern Daylight. Since that time, the commander has now been tied into the system and has checked in over the communication lines. He was wished a good morning by the Spacecraft Test Conductor, Skip Chauvin, and Armstrong in return said "it looks like a good morning". In the mean time, 120 feet below him, the technicians continuing to work to tighten bolts around a leaking valve associated with the system that replenishes hydrogen fuel for the 3rd stage. To repeat once again, this is not a problem with the launch vehicle itself, but on the ground support equipment associated with it. T-minus 2 hours 33 minutes, 45 seconds and counting, this is Kennedy Launch Control.
-002:30:58|PAO|This is Apollo/Saturn Launch Control T-minus 2 hours, 30 minutes, 55 seconds and counting. Right on the hour, the Command Module Pilot, astronaut Michael Collins, who will be sitting on the right-hand side of the spacecraft during liftoff, boarded the spacecraft. We have it logged at 7:00am, Eastern Daylight Time. The 3rd member of the crew, Buzz Aldrin, standing by in the elevator around the corner along the swing-arm from the white room and the spacecraft at the 320 foot level. 120 feet below, technicians still working on some bolts that surround a leaking value that is associated with a system that replenishes the hydrogen fuel supply for the 3rd stage of the Saturn V rocket. Our countdown proceeding at this time coming up to the 2 minute - 30 second - the 2 hour, and 30 minute mark in the count. This is Kennedy Launch Control.
-002:23:51|PAO|This is Apollo/Saturn Launch Control T-minus 2 hours, 23 minutes, 46 seconds and counting. The 3rd member of the Apollo 11 prime crew, now aboard the spacecraft. We had it logged at 7:07am Eastern Daylight Time when astronaut Buzz Aldrin boarded the spacecraft. He will sit in the middle seat during liftoff. As Lunar Module Pilot, his normal position would be on the right-hand side. However, due to crew preference we have the Command, of course, Neil Armstrong sitting on the left-hand side, the Lunar Module Pilot for the overall flight, Buzz Aldrin, sitting in the middle seat, and the Command Module Pilot, Mike Collins, sitting in the right-hand seat at liftoff. Down below at the 200-foot level, are technicians still hard at work at tightening bolts around a valve associated with the system that replenishes the hydrogen fuel for the 3rd stage of the Saturn V launch vehicle. This is ground support equipment located on the tower at the pad at the 200-foot level. He continues to work at the 200-foot level as the crew in the white room does the same with the three astronauts aboard. We actually have a 4th astronaut still aboard the spacecraft at this time, astronaut Fred Haise who is the backup Command Module Pilot. He is in the lower equipment bay of the spacecraft giving a helping hand to the three prime crewmen as they start to perform some of their preliminary checks here as we head down over the final 2 hours - 2 1/2 hours of the countdown. We're at T-minus 2 hours, 22 minutes, 11 seconds and counting, this is Kennedy Launch Control.
-002:21:00|PAO|This is Apollo/Saturn Launch Control. We've just passed the 2 hours, 21 minute mark in our coutdown, and we are proceeding at this time. At the 320-foot level, all three astronauts now aboard the spacecraft. Just a few minutes ago, astronaut Buzz Aldrin came in and took the center seat to join Neil Armstrong on the left, and Mike Collins on the right. These are the positions they will fly at liftoff. During the process of getting the astronauts checked in to the spacecraft, communication cables must be attached to their suits. They also have to hook into the suit circuit system of the spacecraft that brings oxygen into their suits. They are helped by a fourth astronaut onboard, the backup Command Module Pilot, astronaut Fred Haise, is in the lower equipment bay, and one of the suit technicians who's located behind them, to give a hand as they check in. We've heard from Neil Armstrong and now we've also heard from Mike Collins on comm checks, and we're standing by for further reports as checkout continues. 120 feet down, the work continues on a leaky valve on the 200-foot level. This is ground support equipment - the technicians still hard at work tightening bolts around that valve at this time. 2 hours, 19 minutes, 45 seconds and counting, this is Kennedy Launch Control.
-002:10:38|PAO|This is Apollo/Saturn Launch Control T-minus 2 hours, 10 minutes, 35 seconds and counting. At the 320-foot level, the 4th astronaut aboard the spacecraft regretfully leaves at this time. Astronaut, Fred Haise, is about to come out after giving the three prime crewmen a hand in their preliminary checkouts aboard. Haise will be coming out shortly. In the mean time, 120 feet below, where we had that problem with the leaky valve, the technicians have completed their work and they are in the process now of departing from the launch pad. In a short while we'll start flowing hydrogen again, back through the general replenishing system to continue to off up the supply of the hydrogen fuel in the 3rd stage of the Saturn V launch vehicle. The spacecraft commander, Neil Armstrong, has completed a series of checks called Abort Advisory System checks. This is where certain key crewmen on the ground, members of the launch team, can send signals to the spacecraft commander in the spacecraft - light cues that would indicate difficulty during the flight in which he could take abort action if he determined that such action was necessary. These checks have been completed and Neil Armstrong confirm that the lights came on in the console in front of him - the panel in front of him as these lights were operated from the ground here in the Launch Control Center. All still going well with our count, we will standby as we again, bring hydrogen back to the 3rd stage, we will see how that operates, we're now at 2 hours, 9 minutes, 4 seconds and counting. This is Kennedy Launch Control.
-002:07:03|PAO|This is Apollo/Saturn Launch Control T-minus 2 hours, 7 minutes and counting. At this time, we're just in the process of closing the hatch on the Apollo 11 spacecraft. Several of the closeout crew shook hands with the astronauts, and then proceeded to close the hatch on direction from the Spacecraft Test Conductor, Skip Chauvin. We had it logged as the hatch being closed and tightened - still being tightened right at this time which is 25 minutes past the hour. Once the hatch is closed, we will start a cabin to condition the cabin inside. The three astronauts, of course, are on pure oxygen in their spacesuits on the suit circuit. We will produce a cabin atmosphere in the spacecraft of a 60/40 combination, 60% oxygen and 40% nitrogen. This is the atmosphere used for liftoff. Once that is accomplished, the closeout crew will be ready to put the boost protective cover on the hatch and continue with their closeout. The hatch being close at this time, we are proceeding. We'll standby to see how our hydrogen condition is as far as replenishing the hydrogen fuel supply with the 3rd stage to the Saturn V. 2 hours, 5 minutes, 50 seconds and counting, this is Kennedy Launch Control.
-002:00:58|PAO|This is Apollo/Saturn Launch Control, we're at T-minus 2 hours, 55 seconds and counting. We're approaching the 2-hour mark in our countdown, and we appear to be proceeding satisfactorily at this time. The crew aboard the spacecraft, the 320-foot level - the hatch is closed and we're beginning to purge the cabin to bring it to the proper atmosphere for launch with is a combination of oxygen and nitrogen. 60% oxygen and 40% nitrogen atmosphere. Of course, the astronauts themselves are breathing pure oxygen through their spacesuits. Coming up shortly will be another key test in which both the launch crew for both the launch vehicle crew and the spacecraft team combine together with the command, Neil Armstrong, to make a thorough check of the Emergency Detection System. This is the system that will signal the astronauts in the cabin if anything goes wrong below them. We use the ground-based computer to accomplish this test. As rather lengthy as these tests go using a computer, it will take some 30 minutes. Neil Armstrong will be doing most of the work in the spacecraft, responding as different cue lights signifying different difficulties are presented to him. The abort panel, of course, is across from the commander on the left-hand side, the left front, of the spacecraft. Our countdown continuing, T-minus 1 hour, 59 minutes, 34 seconds and counting, this is Kennedy Launch Control.
-001:50:59|PAO|This is Apollo/Saturn Launch Control T-minus 1 hour, 50 minutes, 55 seconds and counting. We're proceeding with the countdown of the Apollo 11 mission at this time, and it's going satisfactorily. At this point, the spacecraft commander, Neil Armstrong in the process of working the Emergency Detection System test. This is a test of the Emergency Detection System working with the launch crew here in the firing room, and also the spacecraft team and control rooms back at the Manned Spacecraft Operations building here at the Kennedy Space Center. All going well with these tests at the present time, we're flowing hydrogen back into the 3rd stage of the Saturn V launch vehicle, after having difficulty with that leaking valve. It appears that we are bypassing the use of the valve directly in loading the hydrogen aboard, but we are getting hydrogen back in to replenish the supply. All appears to be going well at this time. Weather is GO. We're coming up on 1 hour and 50 minutes, this is Kennedy Launch Control.
-001:40:59|PAO|This is Apollo/Saturn Launch Control at T-minus 1 hour, 40 minutes, 55 seconds and counting. The countdown still proceeding very satisfactory at this time, as we lead up to what our planned liftoff time of 9:32am Eastern Daylight. The spacecraft Commander, Neil Armstrong, continuing this extensive series of checks of the Emergency Detection System, working with both the launch vehicle test crew, and the spacecraft crew. This is a key test, and a very thorough test to assure ourselves before we commit to liftoff, that all the emergency detection techniques inside the launch vehicle are operating properly here on the ground so if required in flight, the spacecraft commander and, of course, his two fellow astronauts, could be signaled of a difficulty inside the rocket and could take proper abort action as required. Thus far, the three astronauts aboard the spacecraft have just been giving business-like responses back to the directions and checks, working with the spacecraft conductor Skip Chauvin as he runs down his procedures as the countdown continues. We're at T-minus 1 hour, 39 minutes, 46 seconds and counting. This is Launch Control.
