000:00:04|CDR|Roger. Clock.
000:00:13|CDR|Roger. We got a roll program.
000:00:15|CMP|Roger. Roll.
000:00:34|CDR|Roll's complete and the pitch is programed.
000:00:44|CDR|One Bravo.
000:01:02|CC|Apollo 11, Houston. You're good at 1 minute.
000:01:06|CDR|Roger.
000:01:54|CC|Stand by for mode 1 Charlie.
000:01:57|CC|MARK.
000:01:58|CC|Mode 1 Charlie.00 00 01 59
000:02:03|CC|Apollo 11, this is Houston. You are GO for staging.
000:02:17|CDR|Inboard cut-off.
000:02:19|CC|We confirm inboard cut-off.
000:02:44|CDR|Staging.
000:02:46|CDR|And ignition.
000:02:55|CC|11, Houston. Thrust is GO, all engines. You're looking good.
000:02:59|CDR|Roger. You're loud and clear, Houston.
000:03:13|CDR|We've got skirt SEP.
000:03:15|CC|Roger. We confirm. Skirt SEP.
000:03:17|CDR|Tower's gone.
000:03:19|CC|Roger. Tower.
000:03:28|CDR|Houston, be advised the visual is GO today.
000:03:32|CC|This is Houston. Roger. Out.
000:03:36|CDR|Yes. They finally gave me a window to look out.
000:03:44|CC|11, Houston. Your guidance has converged; you're looking good.
000:03:52|CDR|Roger.
000:04:01|CC|11, Houston. YOU are GO at 4 minutes.
000:04:04|CDR|Roger.
000:05:03|CC|11, Houston. You are GO at 5 minutes.
000:05:06|CDR|Roger. It'll - Apollo 11. Go.
000:05:21|CC|Stand by the S-IVB to COI capability.
000:05:25|CDR|Okay.
000:05:27|CC|MARK.
000:05:28|CC|S-IVB to COI capability.
000:05:30|CDR|Roger.
000:05:35|CDR|You sure sound clear down there, Bruce. Sounds like you're sitting in your living room.
000:05:39|CC|Oh, thank you. You all are coming through beautifully, too.
000:06:00|CDR|We're doing 6 minutes. Starting the gimbal motors.
000:06:03|CC|Roger, 11. You're GO from the ground at 6 minutes.
000:06:20|CC|Apollo 11, this is Houston. Level sense arm at 8 plus 17; outboard cut-off at 9 plus 11.
000:07:01|CDR|Apollo 11's GO at 7 minutes.
000:07:04|CC|11, this is Houston. Roger. You're GO from the ground at 7 minutes. Level sense arm at 8 plus 17; outboard cut-off at 9 plus 11.
000:07:09|CDR|Roger.
000:07:42|CDR|Inboard cut-off.
000:07:45|CC|Roger. We confirmed.
000:08:19|CC|Apollo 11, Houston. You are GO at 8 minutes.
|||Page 3|Page 9
000:08:22|CDR|AGS just got the mixture ratio shift.
000:08:24|CC|Roger. We got PU shift down here, too.
000:08:34|CDR|Well, it looks like a nice day for it. These thunderstorms down range is about all.
000:08:34||GRAND BAHAMA ISLANDS (REV 1)
000:08:52|CC|11, this is Houston. You are GO for staging. Over.
000:08:56|CDR|Understand, GO for staging. And - -
000:08:57|CC|Stand by for mode IV capability.
000:08:59|CDR|Okay. Mode IV.
000:09:00|CC|MARK.
000:09:01|CC|Mode IV capability.
000:09:15|CDR|Staging -
000:09:16|CDR|- And ignition.
000:09:19|CC|Ignition confirmed; thrust is GO, 11.
000:10:01|CC|Apollo 11, this is Houston. At 10 minutes, you are GO.
000:10:06|CDR|Roger. 11's GO.
000:10:24|CC|Apollo 11, this is Houston. Predicted cut-off at 11 plus 42. Over.
