100:12:00|ALSJ||On Apollo 10, 11, and 12, prior to LM separation, the crews put the Command Module/Lunar Module combination into a circular orbit 60 nautical miles above the lunar surface. When the LM crews were ready for the descent, they separated from the Command Module. The accompanying 16-mm film clip shows the Apollo 11 separation as seen from the Command Module and then a full rotation around the LM thrust axis that Neil and Buzz executed so that Mike could do a visual inspection. The LM crew then performed a Descent Orbit Insertion (DOI burn) over the middle of the Farside in order to put themselves into a 60 by 9 nautical mile orbit. They would start the Powered Descent from the low point of that orbit.
100:12:00|ALSJ||Beginning with Apollo 14, the sequence of orbital procedures was modified so that the DOI burn was performed with the CSM Service Propulsion engine prior to LM separation. This change preserved LM fuel. Readers should note that the crews thought of the low-point in this orbit as being 50,000 feet and not 9 nautical miles.
100:12:00|ALSJ|CDR|"There was a necessity to land heavier weights on later flights, so they did a number of things to allow a maximum landing weight."
100:12:00|ALSJ||Because of the DOI burn, the Apollo 11 LM, Eagle, is in an orbit with a shorter period than is the Command Module, Columbia. In detail, the LM orbit is about 4 minutes shorter and, because they have completed about a quarter of an orbit, relative to the lunar surface, the LM is about a minute ahead of the CSM. However, because the Command Module is in a higher orbit, it comes into view of Earth at an earlier stage in its orbit than does the Lunar Module. Specifically, the Command Module is visible about 6 minutes before reaching the east limb while the LM - which is currently at an altitude of about 15 miles - comes into view about 3 minutes prior to limb passage. In summary, Eagle is about a minute ahead of Columbia, but Columbia has a three minute line-of sight advantage. The net result is that, if all has gone well with the burn, Mike Collins in Columbia will regain radio contact with Earth about two minutes before LM AOS (Acquisition of Signal).
100:12:00|ALSJ||Charlie Duke, the CapCom for the landing, calls about 10 seconds after Houston acquires the Command Module. AOS of the Command Module carrier signal comes at 102:14:52, with voice contact coming nearly a minute later. The delay in making voice contact is due to the need to get antennas on the spacecraft properly aligned.
102:16:00|ALSJ||Both spacecraft are equipped with high-gain antennas which must be pointed accurately at Earth to maintain top-quality communications. Because the Command Module attitude relative to Earth changes as Mike maneuvers so that he can track the LM, the antenna must be moved to maintain pointing. However, the system of gimbals used to point the antenna has physical limits and Houston is telling Mike that, at some point during the descent, one or more of those limits will be reached. In order to re-acquire the high-gain, Mike would have to change the spacecraft attitude and, because he can maintain voice communications with both Earth and Eagle on his omni-directional antennas and because Houston will be pre-occupied with the landing, no attitude adjustment will be made.
102:16:00|ALSJ|CDR|"They are referring to the strength and clarity of the signal on a scale of five. 'Five by five' meant 'loud and clear."
102:17:36|ALSJ||David Woods writes, "In this case, there has obviously been a large burn. They would like the burn to achieve a particular result in terms of velocity change (delta-v) in the three axes. In most cases. a single engine burn will fail to precisely achieve the required change of velocity - there will usually be a small under or over performance of the engine. The differences between the desired and achieved delta-v across the three axes are called the 'residuals'. For some (not all) burns, the crew are to use the RCS thrusters to bring the three residual values of delta-v to zero or null, essentially making up the deficit or cancelling the overperformance of the main engine to achieve a perfect result. This is called 'nulling the residuals'. However, it is often desirable for the engineers to know what the residuals were before they were taken out - 'before nulling'. This probably gives insight into the performance of the system."
102:17:36|ALSJ|LMP|"If the burn had been perfect, the computer would have displayed residuals in the three body-axes of 0, 0, 0. If there was some deviation, it was displayed to a tenth of a foot (per second). Apparently, we were supposed to null X and Z (the vertical and fore/aft axes, respectively). They didn't care about Y (left to right). The way they were nulled was (by firing the RCS) with the handcontroller. Neil was looking at them, and I was looking at them and I recorded them."
102:17:36|ALSJ||The spacecraft's X <a href="http://www.hq.nasa.gov/alsj/LM-Axes.jpg" title="image" target="alsj">axis</a> coincides with the thrust axis, with the positive direction being up - away from the engine toward the rendezvous hatch. The Z <a href="http://www.hq.nasa.gov/alsj/LM-Axes.jpg" title="image" target="alsj">axis</a> runs fore and aft, with the positive direction being out the windows. The Y <a href="http://www.hq.nasa.gov/alsj/LM-Axes.jpg" title="image" target="alsj">axis</a> runs left to right, with the positive direction being on Aldrin's (right) side of the spacecraft. By nulling the X and Z residuals, they are trying to avoid landing long or short of the target. They are ignoring the small north/south error.
102:17:36|ALSJ||The <a href="http://www.hq.nasa.gov/alsj/tnD7990LM_AGS.html" target="alsj">AGS</a> is the Abort Guidance System, the backup navigation system used primarily for an emergency return to orbit. The Primary Guidance and Navigation System provides more information and will be used during the landing. The two systems are cross-checked prior to descent; and close agreement between them gives confidence in both.
102:17:36|ALSJ||The LM computer takes actions designated as Verbs, while Nouns are data. The PGNS and AGS both integrate accelerations to estimate the spacecraft velocities. The PGNS uses data from the inertial platform and the AGS uses less accurate data from body-mounted accelerometers.
102:17:36|ALSJ|LMP|"Somewhere, we had a state vector (three-axis position and velocity) update because of the tracking data that Houston got once we came around. But, how that happened and whether we were aware of it, I don't remember. I know that a lot of people got credit for developing the tracking filter that allowed them to do that. That neat capability contributed to the accuracy of our touchdown, even though nobody knew (exactly) where we were."
102:17:36|ALSJ|CDR|"I was less concerned about the state vector than I was about inertial platform drift. It had been a fair amount of time since we had last aligned the platform and, in time, it was going to drift. This sun check, here, was a gross check on platform drift. During the half orbit before DOI we rotated (the LM) to make the sextant look directly at the Sun and looked to see if it was in the crosshairs. I think that, to within some predetermined limits, some fraction of a degree, it was alright. The platform was drifted slightly, I think (0.08 degrees); but not enough to worry about."
102:17:36|ALSJ||Journal Contributor Paul Fjeld writes: " The predetermined limit for this gross check on platform drift was 0.25 degrees. There was quite a bit of controversy about the usefulness of this and other 'confidence builders' and they were discontinued for the later Apollos. <a href="http://www.hq.nasa.gov/alsj/BennettFV_Bio.pdf" target="alsj">Floyd Bennett</a>, of NASA's guidance section (for whom Bennett Hill at the Apollo 15 site is named), thought that, in planning the descent, they were far too pessimistic in assessing the performance of the whole guidance and navigation system. The drift check, checks of the altitude by tracking the Command Module with the <a href="http://www.hq.nasa.gov/alsj/rendradar.jpg" target="alsj">rendezvous radar</a>, etc., caused more problems, and cost more time and money than was warranted by a slight gain in confidence. Bennett's Apollo Experience Report (<a href="http://www.hq.nasa.gov/alsj/alsj-descent.html" target="alsj">NASA TN D-6846</a>) discusses they way in which the landings and ascents were planned, and is one of the best of the series."
102:17:36|ALSJ|CDR|"We did landmark checking to check our position over the ground, and that was another check on the state vector."
102:17:36|ALSJ||Neil's double-paned window has <a href="http://www.hq.nasa.gov/alsj/lpdin.jpg" title="image" target="alsj">scribe marks</a> on both panes in the form of graduated vertical and horizontal scales, marked in degrees. During the landing, these scales will give Neil the means of locating the point on the ground where the computer thinks they are going to land. However, during this period before Powered Descent Initiation, Neil uses the scribe marks to determine how quickly objects on the surface move along the scale and, consequently, the LM's current altitude. Crudely, the LM altitude (in thousands of feet) is 360 times the radius of the Moon (in thousands of feet) divided by the LM's orbital period (in seconds) and, finally, that result divided by the tracking rate (in degrees per second). As an example, if we use a lunar radius of 5700 thousand feet and a LM period of 7200 seconds, the LM altitude (in thousands of feet) is 285 divided by the tracking rate (in degrees per second). In detail, the tracking rate as a function of position along the orbit depends not only on the spacecraft altitude but, also, on the shape of the orbit. As Buzz indicates in the next paragraph, he and Neil have a chart in the cabin on which Neil can compare tracking rates with expected values at various positions along the orbit; and differences between the observations and the expected values allow him to estimate the altitude of the low-point in his orbit - called perilune - and the time at which they will reach it. See his comment two paragraphs below.
102:17:36|ALSJ|LMP|"We had two methods of computing altitude: one based on relative motion from the CSM and the other based on angular rate track of objects observed on the ground. We superimposed the two of them on one graph and re-arranged the graph a little bit with some rather last minute (pre-flight) data shuffling to give us something that the two of us could work on at the same time and to give indication of what the altitude and its time history appeared to be. With the communications difficulties that we were experiencing in trying to verify that we had a good lock-on (with Earth) at this point, I had the opportunity to get only about two or three range-rate marks (on the CSM). They appeared to give us a perilune altitude of very close to 50,000 feet, as far as I could interpolate them on the chart."
102:17:36|ALSJ|CDR|"The measurements against the ground course were indicative of altitude directly above the ground. The ground measurements were very consistent. If they made a horizontal line, it would indicate that you were going to hit a particular perilune (say) 50,000 feet. They (the actual measurements) didn't say that. They were very consistent (that is, they didn't jump around), but they came down a slope, which finally said that our perilune was going to be 51,000 feet. It started out at about 54,000 feet...and our last point was 51,000 feet. This indicated that either the ground was sloping (which it wasn't)...or that the line of apsides (the line connecting the high and low points in the orbit) was shifted a little bit (from its planned position). So, actually, perilune was coming a little bit before PDI...This was all very encouraging - that we were, in fact, going to hit the guidance box (an imaginary window in the sky) so far as (perilune) altitude was concerned from both (the radar and ground tracking) measurements. But I was quite encouraged that these (ground) measurements, made with the stopwatch, were consistent (that is, followed a smooth trend), in fact."
102:17:36|ALSJ|LMP|"When you're able to smooth the numbers and plot a reasonable number of them, your accuracy increases considerably. I think the pre-flight estimates were something on the order of a 6000-foot capability; and I think we demonstrated a much better capability than that."
102:17:36|ALSJ||The LM computer tracks the signal it receives via the high-gain antenna and corrects the pointing to maintain maximum signal strength. The computer program which maintains proper pointing also contains a 'map' of the LM so that it can use information about the spacecraft orientation and, thereby, avoid trying to 'see' Earth through the spacecraft. Unbeknownst to anyone at this point in the mission, the computer has an incorrect LM map.
102:17:36|ALSJ|CDR|"I think that, later, they put in a five degree <a href="http://www.hq.nasa.gov/alsj/LM-Axes.jpg" title="image" target="alsj">yaw</a> (a rotation around the thrust <a href="http://www.hq.nasa.gov/alsj/LM-Axes.jpg" title="image" target="alsj">axis</a>) so that the high gain wasn't working so close to the spacecraft, so near its limit."
102:17:36|ALSJ||Houston will recommend a 10 degree right (clockwise) yaw maneuver at 102:27:22.
102:17:36|ALSJ|LMP|"When we were looking at something on the computer, they could see it, too. So the verbal report was just added confirmation."
102:17:36|ALSJ|CDR|"Of course, they couldn't get anything when we were out of the line-of-sight, and had to rely on our (post AOS) reports. I don't think they had any ability to store that (post-burn) information in the computer."
102:17:36|ALSJ||The LM computer has only a very limited memory, so data that is no longer of use is not kept.
102:17:36|ALSJ||Journal Contributor Frank O'Brien notes, "Verb 47 is the command used to initialize the Abort Guidance System (<a href="http://www.hq.nasa.gov/alsj/tnD7990LM_AGS.html" target="alsj">AGS</a>), using PGNS data".
102:17:36|ALSJ||The crew is in the Push-to Talk communications mode and we only hear them when they chose to broadcast to Houston.
102:17:36|ALSJ|LMP|"There were switches on the handcontroller and on the electrical connector that went to the suit. I was using that one because I would have gotten my hand slapped if I had touched the controller."
102:17:36|ALSJ|CDR|"It was a fairly simple procedure to send a state vector from one computer (the PGNS in this case) to the other (the AGS)."
102:17:36|ALSJ|LMP|"The AGS initialization was done by a Verb, an instruction with maybe a two- or three-digit code (Verb 47, as noted above)."
102:17:36|ALSJ|CDR|"At the time, there were inertial guidance systems in aircraft, using inertial platforms. But the computations usually had an altimeter-based smoothing input into the Earth-radius measurement so that the calculation of position was stable. The error would oscillate but wasn't like the error in three dimensions which is unstable and will continue to build. So, although aircraft had similar devices, the calculations were different. Aircraft didn't have anything like the <a href="http://www.hq.nasa.gov/alsj/tnD7990LM_AGS.html" target="alsj">AGS</a>, because I don't think the accuracy would last very long."
102:17:36|ALSJ|CDR|"The visual check was something that we devised ourselves, barnyard math of v = r w. 'r' would be your altitude (that you wanted to know), omega (w) was your angular rate that you determined by watching a point on the ground, and the velocity (v) was pretty well known. We measured omega by measuring the speed at which an object on the ground passed through a certain number of degrees on the (<a href="http://www.hq.nasa.gov/alsj/apollo.glossary.html#LPD" target="alsj">LPD</a>) grid on the window. We just timed it on a stopwatch and had a little plot to compare it with. As the altitude decreased, we could see it was converging pretty well. It gave us an alternate check of our altitude. The importance of this is that, if we weren't in a reasonably close altitude band to our intended starting altitude, the landing guidance would not necessarily converge - the solution wouldn't converge - so it was important to us at that point that the altitude be about right when we started."
102:17:36|ALSJ||500 series codes were reserved for radar-related computer functions.
102:27:14|ALSJ|CDR|"We'd have to have a half day in that simulator, again, to remember some of these things."
102:27:14|ALSJ|LMP|"We spent a lot of time in the LM trainer - maybe 30 or 40 percent of our time - but there was a lot in the CSM (trainer) and on other things. Your sense of well-being is generated by the degree of familiarity you have with what might go wrong in a challenging way. To me, when you're doing what we were doing for the first time, there's a level of importance that's a good bit different from the second or third time, because it has been done already and because the world has seen it. When you're part of the pioneering effort, there's a focusing of an individual's concentration and level of attention that is at the exclusion of a lot of other things. It's a kind of gun-barrel vision."
102:27:14|ALSJ||The 15 July 1969 <a href="http://www.hq.nasa.gov/alsj/a11/A11CrewTraining.html" target="alsj">Apollo 11 Crew Training Summary</a> indicates that out of 959 hours of training, Neil spent 285 hours - 30 percent - in the various <a href="http://www.hq.nasa.gov/alsj/a11/../tnD7112Simulators.html" target="alsj">LM simulators</a>. Buzz did 1017 hours of training, of which 332 hours - 33 percent - was spent in the LM simulators. These figures do not include Neil's LLTV flights nor the 56 hours each of them spent in briefings about LM systems.
102:27:14|ALSJ|CDR|"I would add, along that same line, that the time requirements necessitated that we accept the conclusions and recommendations of the crews that went before us. So, we did not spend an extraordinary amount of time on things that had already been done and had worked as expected. We focused a great deal of our attention on those things which had not been done before and which we would be expected to pass on to the crews behind us."
102:27:14|ALSJ|LMP|"Whether they wanted it or not."
102:27:14|ALSJ||NASA photo <a href="http://www.hq.nasa.gov/alsj/a11/ap11-S69-35504.jpg" title="image" target="alsj">S69-35504</a> shows Neil, Mike and Buzz debriefing the Apollo 10 crew on 3 June 1969, about a week after Tom Stafford, John Young, and Gene Cernan returned from the Moon. Clockwise from the near left, the people around the table are Collins, Aldrin, Cernan, Stafford, Armstrong, and Young.
102:27:14|ALSJ|CDR|"We did have one program alarm...prior to ignition, that (indicated) we had the radar out of position...a 500 series alarm...which I don't have any way of accounting for. Certainly the switches were in the right positions. They hadn't been changed since pre-launch. But we did, in fact, go to the Descent position on the antenna and leave it there for a half a minute or so, and then go back to Auto and that cleared the alarm."
102:27:14|ALSJ||O'Brien - "The landing radar could be moved between two positions: Before pitchover, the radar was in the Descent position, and as the LM rotated to a more upright attitude during the approach phase, the radar was moved to the Hover position. These positions could be commanded manually, in addition to the Auto setting, where the radar was under the control of the guidance computer. The purpose of moving the radar was to keep the antenna pointed as directly towards the surface as possible."
102:27:14|ALSJ||This <a href="http://www.hq.nasa.gov/alsj/LM-Axes.jpg" title="image" target="alsj">yaw</a> maneuver is a ten degree clockwise rotation around the axis that extends out through the forward hatch <a href="http://www.hq.nasa.gov/alsj/LM-Axes.jpg" title="image" target="alsj">axis</a>. Houston is trying to put the high-gain antenna in a position where interference from the spacecraft structure will be reduced.
102:28:18|ALSJ||They are five minutes from the planned Powered Descent Initiation. Starting at about 102:27:50, Flight Director Gene Kranz asked members of his <a href="http://honeysucklecreek.net/msfn_missions/Apollo_11_mission/a11_White_Team.html" target="alsj">White Team of Flight Controllers</a> for a Go/No Go for Powered Descent: RETRO (Retrofire Officer, determined LM engine burn times and aborts); FIDO (Flight Dynamics Officer, planned, monitored, and adjusted the flight path as required); GUIDANCE (Guidance Officer, responsible for the on-board navigation Systems and guidance computers); CONTROL (responsible for LM control systems); TELMU (Telemetry, Electrical and EVA Mobility Officer, monitored LM electrical and environmental control systems); GNC (Guidance, Navigation, and Controls Systems Engineer, monitored all vehicle guidance, navigation, and control systems, and the RCS systems); EECOM (pronounced 'e-com', Electrical, Environmental and Consumables Manager); Surgeon. They all responded Go'.
102:28:18|ALSJ||Neil is not on voice activated comm (VOX) but, rather is in Push-to-Talk (PTT), squeezing a comm switch when he wants to be heard in Houston. Here, we hear him faintly through Buzz's comm circuit.
102:29:08|ALSJ||Fjeld - "Neil is supposed to change his rate-scale switch from 5 degrees per second to 25 degrees per second but, for some reason, does not make the change. This procedural error will cause problems when Neil rolls the LM into a face-up orientation at 102:36:46."
102:29:08|ALSJ||David Woods and Frank O'Brien (<a href="https://history.nasa.gov/afj/ap15fj/12day5_landing_prep.html#1042152" target="alsj">A15FJ</a> at 104:21:52) write, "Command Override is a shorthand for 'Descent Engine Command Override', which will allow either pilot to assume control of the descent engine's thrust using the Thrust/Translational Hand Controllers, if required.&quot:
102:29:38|ALSJ||David Woods and Frank O'Brien (<a href="https://history.nasa.gov/afj/ap15fj/12day5_landing_prep.html#1042152" target="alsj">A15FJ</a> at 104:21:52) write, "Attitude control gives control over Roll, Pitch and Yaw rotations to the computer. So when he says 'three of them', he is referring to the three switches that control this mode."
102:29:38|ALSJ||Danny Ross Lunsford calls our attention to the likelihood that Buzz is referring here to 'Engine Arm, Descent', which occurs at 102:32:50.
102:29:38|ALSJ|LMP|"Standing by for engine arm descent".
102:29:38|ALSJ||I hear the final word as 'arming' but, given the frequency with which Buzz's transmissions are clipped, I recognize the distinct possibility of alternate transcriptions after 'Standing by for'. Indeed, the slight pause after 'for' could be a clipped syllable or word.
102:30:45|ALSJ||Gary Neff has produced two versions of the <a href="http://www.hq.nasa.gov/alsj/a11/a11.landmov.html" target="alsj">Apollo 11 landing film</a>. The longer of two starts here and covers 15 min 59 seconds. The shorter version starts at 102:34:24.
102:30:45|ALSJ||Frank O'Brien pulled Buzz's transmission out the noise. "'Verb 77' may make some sense here, as it is setting attitude control modes for the Digital Autopilot."
102:31:04|ALSJ||This is the 16-mm movie camera mounted in Buzz's window. See Gary Neff's <a href="http://www.hq.nasa.gov/alsj/a12/a12.orient.html" target="alsj">discussion</a> of the Apollo 12 landing film.
102:31:04|ALSJ|CDR|"My guess is that we only had one film cartridge and that we intended to run that all we could during the descent, at as close to regular speed as we could. I don't remember what the time limitation on those cartridges were."
102:31:04|ALSJ||Journal Contributor Ulli Lotzmann notes that six DAC magazines were transferred to the LM prior to undocking.
102:31:04|ALSJ|LMP|"During present Shuttle missions, when things get kind of boring for the flight controllers, they delve back into history and put up on the screen things like five minutes of Apollo 11 EVA or three and a half minutes of the powered descent. Somebody spent an awful lot of time synchronizing film from the cameras that were in the mission control room with the views out our (LM) window that the sequence camera took. It's really neat! It's listed in the Public Affairs Office's Mission Minutes."
102:31:04|ALSJ||Mike Caplinger, systems engineer at Malin Space Science Systems for the Mars Descent Imager onboard the Mars Polar Lander writes " The Apollo 11 Lunar Module carried a 16-millimeter Maurer Data Acquisition Camera. The camera was used to record the descent, ascent, and some surface operations."
102:31:04|ALSJ||Lotzmann - "The LM camera was fitted with an 10-mm wide-angle lens. The 10-mm lens has a horizontal field of view of 54.9 degrees and a vertical field of view of 41.1 degrees. The lens was manufactured by Kern in Switzerland The camera was mounted above the right-hand window, looking forward and down."
102:31:04|ALSJ||The Apollo 11 LM also carried a second DAC body, apparently without a lens. The spare camera body was stowed in the ancillary bag in the CDR's checklist pocket stowage container. During the post-EVA jettison operation, the spare DAC body was offloaded along with the ancillary stowage bag.
102:31:04|ALSJ||Caplinger - "The Maurer camera weighed 2.8 pounds with a 140-foot, thin base film magazine attached. It had frame rates of 1, 6, and 12 fps in 'automatice" mode and 24 fps in semi-automatic mode, at all lens focal lengths, and shutter speeds of 1/60, 1/125, 1/500 and 1/1000 second, again, at all lens focal lengths. At one fps, a 140-foot 16mm magazine would have a maximum run duration of about 93 minutes. During the descent of Apollo 11, the camera was activated at 102:31:04 MET and the landing occurred at 102:45:47 MET, for a total duration of 14m 43s. From page 3-68 of the Apollo 11 Flight Plan, the camera was set to 6 fps (max. run duration 16 minutes), infinity focus. So the amount of film was just barely sufficient to record the descent. I assume that the magazine was changed prior to the EVA."
102:31:04|ALSJ||Ulli Lotzmann writes: "In Automatic mode, the sequence (or framing) rate can be changed from 1, 6 to 12 fps without interrupting the cameras operation. In the semiautomatic mode the frame rate (24fps) cannot be changed without switching the camera off."
102:31:14|ALSJ||During the remainder of the Descent, only Buzz is on Vox and Neil is heard only occasionally in Houston. However, his comments to Buzz on the LM intercom were recorded onboard and that record has been used in constructing the following.
