-02:40:44|The transcript begins over two-and-a-half hours before launch. With the Apollo 11 spacecraft sitting atop its Saturn V launch vehicle on Pad 39A at the John F. Kennedy Space Center, announcements on the progress of the countdown are made by the Public Affairs Officer (PAO) Jack King, the 'Voice of Apollo'. The record of communications between the crew and the Mission Control Center, through 'CapCom' (the Capsule Communicator) commences soon after lift-off. This section of the journal will follow the flight through the launch and staging of the Saturn V launch vehicle, and insertion into Earth orbit about 12 minutes later. It concludes with the confirmation of orbital parameters and the safe check-out of the S-IVB third stage in orbit.
-02:34:48|Journal contributor Stephen Coester was a 28-year-old engineer who was working at a console (called C4HU) at the Launch Control Center. In a PDF file, <a href="pdf/stephen-coester-apollo11-lh2-leak.pdf">Launching Apollo 11 to the Moon</a>, he tells the story of this hydrogen leak.
-02:23:52|In fact, Fred Haise is the back-up Lunar Module Pilot. The other back-up crew members are Commander Jim Lovell and Command Module Pilot Bill Anders.
-02:23:52|When the crew arrived at the spacecraft they were already suited up and sealed off from Earth's natural atmosphere of nitrogen and oxygen. By the time they are ascending, they will have been breathing pure oxygen for about three hours and will have flushed dissolved nitrogen from their blood. This is to guard against the possible formation of nitrogen bubbles in their blood as the spacecraft air pressure drops to its nominal value of about a third of sea-level pressure, or in case of an unintended decompression of the spacecraft. Between the suiting-up room and the spacecraft, each crewman carried his own oxygen supply in a suitcase-sized unit.
-00:46:00|The lowest of the Saturn's main tanks was filled with 810,000 litres of RP-1 three weeks earlier. RP stands for 'rocket propellant' which in this case has been highly refined to minimise the fuel's sulphur content. The range of lengths of the molecule chains that make up the fuel was reduced to around 12 carbons to ensure more consistent and predictable combustion properties. The level in the tank was checked again at T-13 hours and again at T-1 hour.
-00:46:00|All three stages use liquid oxygen (LOX) as the oxidiser component in the burning process. It has been rendered liquid by being cooled to about -183&deg;C, just below its boiling point thereby allowing large quantities to be carried in huge tanks. At nine hours before launch, nitrogen gas is pumped through the tanks to purge out air and water vapour contaminants. Six and a half hours before launch, the tanks are precooled to prepare them for the loading of LOX. The S-IC requires 1.3 million litres, that for the S-II takes 331,000 litres and the S-IVB's LOX tank requires 77,000 litres.
-00:46:00|Filling these tanks with such cold liquids requires a little finesse. Initially, the LOX is fed at a slow rate which furiously boils as it contacts the relatively warm tank structure. The vapourisation of the LOX takes heat away until a pool of liquid begins to form at the bottom. When enough liquid has collected, filling steps up to a fast rate until the tanks are nearly full. The slow rate is then reestablished to top them off. From then on, until three minutes before launch, the level is replenished as the volatile LOX continues to boil off from heat leaking into the tank.
-00:46:00|The fuel for the S-II and S-IVB stages is liquid hydrogen (LH<sub>2</sub>). Like LOX, it must be cooled to render it liquid, this time to -253&deg;C which is only 20K above absolute zero. Conditioning the LH<sub>2</sub> tanks is more involved because all gases will freeze in the presence of liquid hydrogen except helium. Once clear of contaminants, the tanks are cooled to accept the propellants by first passing cold helium gas through the system then feeding propellant at a slow rate and allowing it to boil off, taking heat with it in a process similar to that for the LOX tanks. After filling at a fast rate, and to compensate for loss due to boil-off, both tanks are replenished until about three minutes before launch when the tanks are pressurised. Up to the launch, pressurising helium gas is supplied from the ground. After launch, the boil-off of the propellants is enough to maintain pressure. For the S-IVB, additional pressurising gas comes from a set of helium spheres mounted on the stage.
-00:40:59|Range safety is concerned with ensuring that if the rocket were to go wayward, it would do so without threatening injury or death to those on the ground. The Saturn's propellant tanks have shaped explosive charges attached. In the event the launch vehicle cannot be controlled, these would be detonated to open the tanks and ensure their contents are dispersed while at altitude. The charges for the fuel tanks are placed on the opposite side of the vehicle from those for the oxidiser tanks so as to minimise the degree to which the propellants would mix as they are dispersing.
-00:35:55|The next announcement comes from the PAO at Mission Control in Houston, rather than the Launch Control Center at Cape Kennedy, Florida.
-00:30:59|At the very top of the launch vehicle, between the S-IVB and the spacecraft, is a ring, only 1-metre-tall, called the IU (Instrument Unit). The ring's diameter matches the rocket stage below it. It carries systems primarily concerned with the guidance and control of the vehicle. These include a digital computer, an analogue flight computer and an gyroscopically stabilised platform mounted within three gimbals. This platform's ability to stabilise itself is such that without external influence it would stay in a constant orientation with respect to the stars even while Earth turns and it would therefore appear to slowly rotate, even though it is actually Earth that is rotating. This is an effect known as gyrocompassing. However, while the launch vehicle is sitting on the pad, the platform must not gyrocompass. Instead, its pitch or Y axis should be at right angles to the intended heading of the vehicle, a heading which depends on the precise time of launch.
-00:30:59|In Apollo 11's case, a 9:32 am launch requires that the Saturn's groundtrack away from the launch pad will be on a bearing of 72.058&deg;. Therefore, the platform is aligned so that the minus-Z axis lies along that heading (or azimuth) and a servo system holds it there, not allowing it to respond to Earth's rotation. This is achieved using a theodolite located 210 metres directly south of the vehicle which shines a beam of light through a window in the skin of the IU and another in the casing that surrounds the platform. The platform's orientation with respect to the theodolite will be maintained until just 17 seconds before launch. After that, it is released and will maintain its orientation with respect to the stars.
-00:30:59|When the Saturn V sits on the pad, its axes are aligned with the points of the compass. But in order to fly along the intended heading, it must carry out a roll manoeuvre as soon as it has cleared the tower. This will align the vehicle's coordinate system with that of the platform. From then on, simply by carrying out a pitch manoeuvre, the vehicle will begin its tilt towards the horizontal while flying along the desired heading.
-00:00:31|The phrase 'guidance is internal' refers to the moment at T minus 17 seconds that the Saturn V's guidance system is no longer held in an orientation with respect to Earth. It is now inertial and holds an orientation with respect to the stars. It has already been prealigned to a azimuth of 72.058&deg;, the rocket's intended heading. Soon after launch, the vehicle will roll around in order to match that orientation before commencing a preprogrammed pitch manoeuvre to send it heading for low Earth orbit. This moment is more formally called Guidance Reference Release or GRR. GRR begins a 16-second period that inhibits the first of the Saturn V's control timebases.
-00:00:31|The F-1 engine has a complex ignition sequence which will be described here. First, a description of the engine.
-00:00:31|A large combustion chamber and bell have an injector plate at the top, through which RP-1 fuel and LOX are injected at high pressure through 2,816 holes. Above the injector is the LOX dome which also transmits the force of the thrust from the engine to the rocket's structure. A single-shaft turbopump is mounted beside the combustion chamber. The turbine section of this turbopump is at the bottom and is driven by the exhaust gas from burning RP-1 and LOX in a fuel-rich mixture in a chamber called the gas generator. After they power the turbine, these gases pass through a heat exchanger, then to a wrap-around exhaust manifold which feeds them into the periphery of the engine bell. The final task for these hot gases is to cool and protect the nozzle extension from the far hotter exhaust of the main engine itself.
-00:00:31|Directly above the turbine, on the same shaft, is the fuel pump with two inlets from the fuel tank and two outlets that feed high pressure fuel, via shut-off valves, to the injector plate. A line from one of these feeds supplies the gas generator with fuel. Fuel is also used within the engine as a lubricant and as a hydraulic working fluid, though before launch, RJ-1 ramjet fuel is supplied from the ground, it being more suited for this purpose. At the top of the turbopump shaft is the LOX pump with a single, large inlet in-line with the turboshaft axis. This pump also has two outlet lines, with valves, to feed the injector plate. One line also supplies LOX to the gas generator.
-00:00:31|The interior lining of the combustion chamber and engine bell consists of a myriad of pipework through which a large portion of the fuel supply is fed. This cools the chamber and bell structure while also pre-warming the fuel. To ensure ignition, a cartridge of fluid sits in a branch of the high pressure fuel circuit. It has burst diaphragms at either end and its own inject points on the face of the injector plate. This fluid is triethylboron with 10-15 per cent triethylaluminium (known as TEA/TEB) and it is pyrophoric (i.e. self igniting) in the presence of liquid oxygen. Older documents refer to this substance as being hypergolic.
-00:00:31|At about T minus 8.9 seconds, a signal from the automatic sequencer initiates a number of automatic operations in the engine which includes the firing of four pyrotechnic devices. Two of them are mounted inside the nozzle extension and cause the fuel-rich turbine exhaust gas to ignite when it enters. Another two initiate combustion within the gas generator. Links are burned away by these igniters to generate an electrical signal to move the start solenoid. The start solenoid directs hydraulic pressure from the ground supply to open the main LOX valves. LOX begins to flow through the LOX pump, causing it to begin slowly rotating' The LOX then flows through the injector into the combustion chamber. The opening of both LOX valves also causes another valve to allow fuel and LOX into the gas generator, where they ignite and their exhaust gas cause the turbine to accelerate. Fuel and LOX pressures rise as the turbine gains speed. The fuel-rich exhaust from the gas generator ignites in the engine bell to prevent backfiring and burping of the engine. The increasing pressure in the fuel lines opens a valve, the igniter fuel valve, which lets fuel pressure reach the igniter cartridge which promptly ruptures. TEA/TEB fluid, followed by fuel, enters the chamber through its ports where it spontaneously ignites on contact with the LOX already in the chamber.
-00:00:31|Rising combustion-induced pressure on the injector plate actuates the ignition monitor valve, directing hydraulic fluid to open the main fuel valves. These are the valves in the fuel lines between the turbopump and the injector plate. The fuel flushes out ethylene glycol which had been preloaded into the cooling pipework around the combustion chamber and nozzle. The heavy load of ethylene glycol mixed with the first injection of fuel slows the build-up of thrust, giving a gentler start. Fluid pressure through calibrated orifices completes the opening of the fuel valves and fuel enters the combustion chamber where it burns in the already flaming gases. The exact time that the main fuel valves open is sequenced across the five engines to spread the rise in applied force that the structure of the rocket must withstand.
-00:00:31|This diagram shows how the thrust rose during the start-up of each engine. It takes two seconds for full performance to be attained on all engines once the first has begun to increase. The engines are started in a staggered 1-2-2 sequence so that the rocket's structure would be spared a single large load increase, with the centre engine being the first to start. The outboard engines exhibit a hiccup in their build-up due to the ingestion of helium from the pogo suppression system installed in each one. The centre engine does not have this installed.
-00:00:31|As the flow of fuel and LOX rises to maximum, the chamber pressure, and therefore thrust, is monitored to confirm that the required force has been achieved. With the turbopump at full speed, fuel pressure exceeds hydraulic pressure supplied from ground equipment. Check valves switch the engine's hydraulic supply to be fed from the rocket's fuel instead of from the ground.
-00:00:31|Public Affairs Officer Jack King, whose coolness is legendary, finally succumbs to the tension and is clearly heard to say "all engine running" instead of "all engines running".
000:00:00|As the vehicle begins to rise, disconnection of an umbilical triggers the start of time base 1 in the Saturn V's control system. This sequence of events is concerned with the operation of the S-IC (except guidance) through most of its powered flight.
000:00:04|As planned, control of the flight now passes from the Launch Control Center at Cape Kennedy, Florida to the Mission Control Center in Houston, Texas. There, communication with the crew is handled by an astronaut sitting at the CapCom console; in this case, Bruce McCandless. The PAO also switches, and Jack King relinquishes the commentary to the Houston PAO, whose voice is heard from now on.
