2021AGUFM.P55E1980C|2021|Utilising a new laboratory BRDF dataset for Apollo regolith samples with known surface properties: Interpreting Diviner's visible off-nadir data and setting accurate scattering functions within thermal models.|Curtis, Rowan, Warren, Tristram, Shirley, Katherine, Bowles, Neil|AGU Fall Meeting Abstracts|2021||P55E-1980|An accurate description of how visible light scatters from the lunar regolith over a range of viewing anglesdefined as the Bidirectional Reflectance Distribution Function (BRDF)enables physical properties to be determined, by comparing laboratory or remote sensing data to a photometric model, such as Hapke [1]. It also enables more accurate scattering functions to be set within 3D thermal modelsi.e. the Oxford 3D Thermal Model (O3DTM)thus potentially improving the match between modelled surface temperatures and remote sensing measurements from thermal infrared (TIR) instruments, such as the Diviner Lunar Radiometer [2, 3]. At Oxford, a suite of BRDFs have been measured using the Visible Oxford Space Environment Goniometer (VOSEG), for Apollo regolith samples 10084 and 68810 with a range of porosity and RMS slope angle values (measured across 10-1000m size-scales) [4, 5, 6]. BRDFs have been measured over a wide range of viewing angles (0-60o incidence; 0-70o reflectance; 0/45/90/135 and 180o azimuth) and have been compared to Diviners broadband solar visible (300nm-3m) off-nadir data, for various targets such as Aristarchus, Kepler Ejecta, the Dufay Anomaly and equatorial and high-latitude Highlands and Mare regions [7]. Furthermore, by fitting Diviners visible off-nadir data to the Hapke model, estimates for various Hapke parameters can be deduced, as in [8]; thus shedding light on the physical properties of the lunar regolith in these regions. Finally, this dataset can be used to set more accurate visible scattering functions within the O3DTM, than by using Lambertian functions [2]. This presentation will detail the laboratory BRDF study; and it will show the latest results from off-nadir remote sensing and thermal modelling studies which utilise this new BRDF dataset. References: [1] B. Hapke (2012) Icarus [2] O. King et al. (2020) Planet. and Space Sci. [3] D. Paige et al. (2010) Science [4] R. Curtis et al. (2021) Rev. Sci. Instrum. [5] R. V. Morris (1983) Handbook of Lunar Soils [6] P. Helfenstein and M. K. Shepard (1999) Icarus [7] B. T. Greenhagen et al. (2017) AGU Fall Meet Abstr. [8] H. Sato et al. (2014) J. Geophys. Res.|
2021P&SS..20505287S|2021|Hydrogen reduction of lunar samples in a static system for a water production demonstration on the Moon|Sargeant, H. M., Barber, S. J., Anand, M., Abernethy, F. A. J., Sheridan, S., Wright, I. P., Morse, A. D.|Planetary and Space Science|205||105287|In situ resource utilisation (ISRU) refers to the extraction and use of local materials, and numerous ISRU techniques have been proposed for use on the Moon. Hydrogen reduction of iron oxide-bearing minerals in the lunar regolith, such as ilmenite, has long been suggested as a potential method for producing water on the Moon to support exploration. Generally, reduction of lunar regolith has been proposed and tested in gas-flowing systems which utilise pumps to re-circulate gases (herein described as dynamic systems), and have been trialled in terrestrial laboratory and simulated environments. However, such technologies have yet to be validated on the lunar surface. An alternative to the dynamic reactor is a static system which utilises a cold finger to condense water from the vapour phase, negating the need for a more complex system where gases are continuously pumped away. The PROSPECT Sample Processing and Analysis (ProSPA) instrument is one such static system that is to be used to measure volatiles in the lunar regolith as a payload onboard the Luna-27 lander. Previous work using a breadboard model of ProSPA led to the development and optimisation of a procedure for extracting water from ilmenite. The present work describes the application of these procedures to the reduction of a lunar simulant (NU-LHT-2M), a lunar meteorite (NWA 12592), and two Apollo soils (10084 and 60500). Three 45 mg samples of each material type were reacted in a furnace at 1000 °C for 4 h in the presence of approximately 420 mbar of hydrogen. All samples reduced to some extent, with the Apollo mare soil (10084) producing the highest average yield of 0.94 wt % O<SUB>2</SUB>; this compares favourably to the yields of ~3-4 wt % O<SUB>2</SUB> by other more optimised demonstrations of O<SUB>2</SUB> extraction from Apollo soils. Samples with higher ilmenite content produced higher yields, however, pyroxene and olivine within the samples also showed some minor reduction. The results demonstrate that a static system such as ProSPA is capable of reducing lunar regolith of various compositions and producing measurable yields of water. The technique is therefore appropriate for performing in situ resource utilisation experiments at the lunar surface. The simple and small scale technique is also appropriate for use in evaluating the grade of potential feedstock for the production of water by hydrogen reduction on the lunar surface.|http://dx.doi.org/10.1016/j.pss.2021.105287
2021LPI....52.1056C|2021|Measuring and Interpreting Bidirectional Reflectance Distribution Functions for Apollo Lunar Regolith Samples Using the Visible Oxford Space Environment Goniometer|Curtis, R. J., Warren, T. J., Bowles, N. E., Donaldson Hanna, K. L., Paige, D. A.|52nd Lunar and Planetary Science Conference||2548|1056|This talk will discuss the methodology and implications of a new BRDF study — of Apollo 11 (10084) and 16 (68810) regolith samples, with known surface roughness profiles and porosity values — using the Visible Oxford Space Environment Goniometer.|
2020AGUFMP059...12G|2020|Far-Ultraviolet Photometric Characteristics of JSC-1A Lunar Regolith Simulant: Comparisons to Apollo Soil 10084|Gimar, C., Raut, U., Retherford, K. D., Poston, M., Akene, J. O., Friday, J. M., Grimes, J.|AGU Fall Meeting Abstracts|2020||P059-12|We have characterized the far-ultraviolet (FUV) spectro-photometric response of lunar mare regolith simulant JSC-1A and report significant differences from Apollo soil 10084 (Raut et al., 2018). Hapke analyses of the JSC-1A phase curves reveal a ~ 3-4 fold increase in single scattering albedo and a forward scattering behavior compared to 10084. While JSC-1A was designed to simulate the compositional and geotechnical properties of low-Ti mare soil, it lacks so-called "space weathering" attributes such as the nanophase iron in the weathered rims of Apollo grains and glassy agglutinates. Our preliminary analyses suggest space weathering components likely contribute to the FUV darkening of the Apollo soil relative to JSC-1A and changes in scattering properties (backward vs. forward); however, differences in composition, especially the Ti content but also other metal oxides including Na<SUB>2</SUB>O, MgO, K<SUB>2</SUB>O (Taylor and Liu, 2010) and iron oxidation states (Ray et al., 2010) cannot be ruled out presently. Additionally, JSC-1A spectra present a blue slope in the FUV, ~ 10 times larger than those reported for the 10084 soil. Previous studies have attributed UV bluing to space weathering (Hendrix and Vilas, 2006), though light scattering models (e.g. Penttilä et al., 2020) do not corroborate this correlation. Further work with an extended set of Apollo soils and lunar simulants is warranted to deconvolute the relative contributions of weathering versus composition to the FUV spectro-photometric behavior of these materials. We also note that within experimental uncertainties, the single scattering albedo and scattering properties do not show a strong grain size dependence based on our studies with sieved JSC-1A fractions. Future simulant development efforts may consider the inclusion of space weathering components in high fidelity "spectral" analogs of lunar material, in line with ISRU mineral beneficiation using magnetic processes.|
2020JGRE..12506147J|2020|Investigation of Water Interactions With Apollo Lunar Regolith Grains|Jones, Brant M., Aleksandrov, Aleksandr, Dyar, M. Darby, Hibbitts, Charles A., Orlando, Thomas M.|Journal of Geophysical Research (Planets)|125|6|e06147|Desorption activation energies of chemisorbed water on Apollo lunar Samples 14163 and 10084 were determined by temperature program desorption (TPD) experiments conducted under ultrahigh vacuum conditions. Desorption at the grain/vacuum interface and desorption/transport of water though the porous medium with readsorption were found to reproduce the experimental TPD signal. Signal from the grain/vacuum interface yielded desorption activation energies and site probability distributions. Highland sample 14163 exhibited a broad distribution of binding site energies peaking at 60 kJ mol<SUP>-1</SUP>, while mare sample 10084 exhibited a narrower distribution of binding site energies peaking at 65 kJ mol<SUP>-1</SUP>. The highland sample adsorbed approximately 30% more water than the more space weathered and mature mare sample, suggesting maturity may not be a good predictor of the degree of molecular water uptake on lunar regolith. Water desorption from the lunar surface over a typical lunar day was simulated with the measured coverage-dependent activation energies of the mare and highland samples. The resulting desorption profile of water through a lunar temperature cycle is in general agreement with Lunar Reconnaissance Orbiter (LRO) Lyman-α Mapping Project (LAMP) spacecraft-based observations of trends for both highland and mare assuming ~1% submonolayer coverage and that photon stimulated desorption is neglected.|http://dx.doi.org/10.1029/2019JE006147
2020Icar..33613456F|2020|The bidirectional and directional hemispheric reflectance of Apollo 11 and 16 soils: Laboratory and Diviner measurements|Foote, Emily J., Paige, David A., Shepard, Michael K., Johnson, Jeffrey R., Biggar, Stuart|Icarus|336||113456|We have acquired a comprehensive laboratory bidirectional measurements of Apollo 11 and Apollo 16 lunar soil samples and have successfully fit photometric models to the laboratory data and have determined the solar spectrum averaged hemispheric reflectance as a function of incidence angle. The Apollo 11 (sample 10,084) and 16 (sample 68,810) soil samples are two representative end member samples from the Moon, dark lunar maria and bright lunar highlands. We used our solar spectrum averaged albedos in a thermal model and compared our model-calculated normal bolometric infrared emission curves with those measured by the LRO Diviner Lunar Radiometer Experiment. We found excellent agreement at the Apollo 11 site, but at the Apollo 16 site, we found that the albedos we measured in the laboratory were 33% brighter than those required to fit the Diviner infrared data. We attribute this difference at Apollo 16 to increased compaction and decreased maturity of the laboratory sample relative to the natural lunar surface, and to local variability in surface albedos at the Apollo 16 field area that are below the spatial resolution of Diviner.|http://dx.doi.org/10.1016/j.icarus.2019.113456
2019AGUFM.P31C3466J|2019|Water on the Moon from a Surface Science Perspective|Jones, B., Aleksandrov, A., Hibbitts, C., Dyar, M. D., Orlando, T. M.|AGU Fall Meeting Abstracts|2019||P31C-3466|Understanding solar wind attributed sources of water and how water interacts with the lunar regolith requires knowledge of first order binding and second order desorption energies. These quantities will depend on the regolith composition (chemical and mineralogical) in addition to particle size and space weathering history. First order (chemisorbed water) desorption activation energies of chemisorbed water on Apollo lunar samples 14163 and 10084 were determined by temperature program desorption (TPD) experiments conducted under ultra-high vacuum conditions. Results from these experiments showed that highland sample 14163 exhibited a rather broad distribution of binding site energies peaking at 0.6 eV extending up to 1.8 eV at zero coverage limit while mare sample 10084 displayed a tighter distribution of binding site energies peaking at 0.65 eV ranging only to 1.4 eV at the zero coverage limit. In addition, second order (water formation) recombinative desorption activation energies of mare sample 10084 were measured as well. Water production via recombinative desorption begins around 350 K, corresponding to an activation energy of 0.8 eV assuming a hydroxyl (-OH) saturated surface. Utilizing the above measured experimental temperature driven water formation and desorption data from a lunar mare regolith Apollo sample (10084), the development and progression of the 2.8 μm optical signal on the Moon was simulated. Specifically, this infrared absorption band results from the balance of solar wind production and the subsequent thermal conversion of surficial hydroxyls to water. Overall, the model is consistent with latitude trends in the observed 2.8 μm feature on the Moon.|
2018AGUFM.P51D2916C|2018|Far-Ultraviolet Reflectance Comparisons of Lunar Simulant JSC-1A with Apollo Soils: Applications for Planning Future Lunar Missions|Czajka, E., Retherford, K. D., Raut, U., Karnes, P. L., Poston, M., Wyrick, D. Y.|AGU Fall Meeting Abstracts|2018||P51D-2916|The Lyman Alpha Mapping Project (LAMP) onboard the Lunar Reconnaissance Orbiter (LRO) has found evidence of water frost inside permanently shaded regions (PSR's) of craters on the Moon. These results have increased the scientific community's interest in developing technology to harness water ice on the Moon as a resource. Understanding how lunar simulants adsorb water ice will be crucial to the development of this new technology, especially when medium to large sample sizes are required. While JSC-1A is the favored lunar simulant, its lack of np-Fe and differences in grain size distribution could affect the surface area/activation sites available for water frost adsorption on the grains. Far-UV reflectance spectra of the JSC-1A will be taken in the Southwest Ultraviolet Reflectance Chamber (SwURC). After the dry far-UV reflectance spectra are taken, soil samples will be coated with a thin layer of ice, using a micro-capillary doser. The final reflectance spectra will be calculated using the bidirectional reflectance distribution function (BRDF). We investigate the dry reflected far-UV spectra of the JSC-1A and compare to the reflectance spectra of the Apollo lunar soils 10084 and 15041. In addition, preliminary results for the far-UV reflectance spectra of ice coated lunar simulant will also be discussed. Both the dry and ice coated spectra of the JSC-1A simulant will serve as resource to help scientists better understand the differences between the ice coated JSC-1A lunar simulant and the icy lunar soils that will be encountered by future crewed missions to the Moon.|
2018GeoRL..4510959J|2018|Solar Wind-Induced Water Cycle on the Moon|Jones, Brant M., Aleksandrov, Alex, Hibbitts, K., Dyar, M. D., Orlando, Thomas M.|Geophysical Research Letters|45|20|10,959|The solar wind has been implicated as a source of water on airless bodies such as the Moon, asteroids, and possibly Mercury, yet a kinetic and mechanistic chemical model consistent with present-day observational data is still lacking. Utilizing available data sets on temperature-driven water formation and desorption from metal oxides (e.g., SiO<SUB>2</SUB>, TiO<SUB>2</SUB>, and Al<SUB>2</SUB>O<SUB>3</SUB>) with surface hydroxyl defects (-OH) and experimental data from a lunar mare regolith Apollo sample (10084), the 2.8-μm optical signal on the Moon is modeled. Specifically, the presence and persistence of this band result from the balance of formation and loss mechanisms associated with solar wind production and thermal transformation of hydroxyls on and within the regolith. This cycle involves formation and release of molecular water via recombinative desorption of the chemically bound -OH. Though this mechanism forms gas-phase H<SUB>2</SUB>O on the sunlit side, photodissociation and dissociative adsorption lead to rehydroxylation and very limited exospheric water over a lunation.|http://dx.doi.org/10.1029/2018GL080008
2018JGRE..123.1221R|2018|Far-Ultraviolet Photometric Response of Apollo Soil 10084|Raut, U., Karnes, P. L., Retherford, K. D., Davis, M. W., Liu, Y., Gladstone, G. R., Patrick, E. L., Greathouse, Thomas K., Hendrix, A. R., Mokashi, P.|Journal of Geophysical Research (Planets)|123|5|1221|We report new measurements of the far-ultraviolet (FUV) bidirectional reflectance of Apollo soil 10084 from the Southwest Research Institute ultraviolet reflectance chamber. The bidirectional reflectance distribution function of this mare soil, enriched in Ti and Fe content, is rather featureless in the FUV wavelength region of 115-180 nm, except for a small blue slope, which is attributed to the effects of space weathering. This soil preferentially backscatters FUV photons as indicated by the angular distribution of the bidirectional reflectance. The phase curves are fitted with a simplified Hapke photometric model to derive the average volume single scattering albedo and scattering phase function of the mare lunar grains. The albedo values and the backscattering nature reported here are consistent with Lunar Reconnaissance Orbiter's Lyman-Alpha Mapping Project ultraviolet imaging spectrograph observations, despite expected morphological differences.|http://dx.doi.org/10.1029/2018JE005567
2017LPI....48.2300P|2017|Volatile Trapping by Lunar Regolith: Experimental Results and Suggestions for Future Missions|Patrick, E. L., Mandt, K. E., Teolis, B. D.|48th Annual Lunar and Planetary Science Conference||1964|2300|We compare exposure of Apollo 11 lunar sample #10084, lunar simulant JSC-1A, SiO, and CaO to various gases relevant to volatile trapping at the lunar surface.|
2017AGUFM.P23F..09R|2017|Far-ultraviolet Bidirectional Photometry of Apollo Soil 10084: New Results from The Southwest Ultraviolet Reflectance Chamber (SwURC).|Raut, U.|AGU Fall Meeting Abstracts|2017||P23F-09|We report new measurements of the far-ultraviolet (115-180 nm) bidirectional reflectance of Apollo soil 10084 in the Southwest Ultraviolet Reflectance Chamber (SwURC). We find the bidirectional reflectance distribution function (BRDF) to be featureless in this wavelength region, though with a small blue slope. The angular distribution of the BRDF at Ly-α and 160 nm shows that this mature mare soil, containing nanophase Fe and enriched in Ti, anisotropically scatters light in the forward direction. The phase angle dependence of the BRDF is fitted with Hapke's photometric model with an additional diffuse-directional term. Future plans include measurements of mare and highland soils of differing maturity index (Is/FeO), water ice frost and lunar soil-ice aggregates. Such measurements will help constrain the abundance and distribution of the water ice on the illuminated lunar surface and dark permanently shadowed regions of the moon, as reported by LRO-LAMP.|
2017LPICo2041.5050R|2017|Far-Ultraviolet Bidirectional Photometry of Apollo Soil 10084: Laboratory Studies in the Southwest Ultraviolet Reflectance Chamber (SwURC)|Raut, U., Karnes, P. L., Retherford, K. D., Davis, M. W., Patrick, E. L., Liu, Y., Mokashi, P.|2017 Annual Meeting of the Lunar Exploration Analysis Group|2041||5050|We present new far-ultraviolet bidirectional reflectance spectra of Apollo soil 10084. The FUV spectra this mare soil is featureless, though with a small blue slope. Increased reflectance at high phase imply the grains forward-scatter FUV photons.|
2015Icar..255...51D|2015|The lunar surface-exosphere connection: Measurement of secondary-ions from Apollo soils|Dukes, C. A., Baragiola, R. A.|Icarus|255||51|Low energy secondary ions ejected by the solar wind are an important component of tenuous exospheres surrounding airless bodies, since these ions carry information on the planetary surface composition. In this work we examine the dependence of secondary-ion abundance, as a function of energy and mass, on surface composition. The surface compositions of two Apollo soils (10084 and 62231) and a synthetic Corning glass lunar simulant were measured with X-ray photoelectron spectroscopy and correlated with the spectra of secondary-ions ejected from the same soils by 4 keV He ions. XPS spectra for lunar soils show that the surface compositions are similar to the bulk, but enriched in Fe and O, while depleted in Mg and Ca. 4 keV He irradiation on the lunar soils and a glass simulant preferentially removes O and Si, enriching the surface in Al, Ti, Mg, and Ca. Secondary-ion species ejected from the Apollo soils by 4 keV He include: Na<SUP>+</SUP>, Mg<SUP>+</SUP>, Al<SUP>+</SUP>, Si<SUP>+</SUP>, Ca<SUP>+</SUP>, Ca<SUP>++</SUP>, Ti<SUP>+</SUP>, Fe<SUP>+</SUP>, and molecular species: NaO<SUP>+</SUP>, MgO<SUP>+</SUP> and SiO<SUP>+</SUP>. Secondary ion energy distributions for lunar soil 10084 and 62231 rise rapidly, reach a maxima at ∼5 eV for molecular ions and Na<SUP>+</SUP>, ∼7.5 eV for Fe<SUP>+</SUP>, and ∼10 eV for Mg<SUP>+</SUP>, Al<SUP>+</SUP>, Si<SUP>+</SUP>, Ca<SUP>+</SUP> and Ti<SUP>+</SUP>, then decrease slowly with energy. We present species-dependent relative conversion factors for the derivation of atomic surface composition from secondary-ion count rates for 4 keV He irradiation of lunar soils 10084 and 62231, as well as the Corning glass lunar simulant.|http://dx.doi.org/10.1016/j.icarus.2014.11.032
2014AGUFM.P13D3841G|2014|Connecting Returned Apollo Soils and Remote Sensing: Application to the Diviner Lunar Radiometer|Greenhagen, B. T., Donaldson Hanna, K. L., Thomas, I., Bowles, N. E., Allen, C., Pieters, C. M., Paige, D. A.|AGU Fall Meeting Abstracts|2014||P13D-3841|The Diviner Lunar Radiometer, onboard NASA's Lunar Reconnaissance Orbiter, has produced the first global, high resolution, thermal infrared observations of an airless body. The Moon, which is the most accessible member of this most abundant class of solar system objects, is also the only body for which we have extraterrestrial samples with known spatial context. Here we present the results of a comprehensive study to reproduce an accurate simulated lunar environment, evaluate the most appropriate sample and measurement conditions, collect thermal infrared spectra of a representative suite of Apollo soils, and correlate them with Diviner observations of the lunar surface. It has been established that thermal infrared spectra measured in a simulated lunar environment (SLE) are significantly altered from spectra measured under terrestrial conditions. The data presented here were collected at the University of Oxford Simulated Lunar Environment Chamber (SLEC). In SLEC, the lunar environment is simulated by: (1) pumping the chamber to vacuum pressures (&lt;10-4 mbar) sufficient to simulate lunar heat transport processes within the sample, (2) cooling the chamber with liquid nitrogen to simulate radiation to the cold space environment, and (3) heating the samples with heaters and lamp to set-up thermal gradients similar to those experienced in the upper hundreds of microns of the lunar surface. A comprehensive suite of experiments were conducted using different sample preparation and heating conditions on Apollo soils 15071 (maria) and 67701 (highland) and compared the results to Diviner noontime data to select the optimal experimental conditions. Additional thermal infrared measurements in optimized SLE were made of 10084 (A11 - LM), 12001 (A12 - LM), 14259 (A14 - LM), 15071 (A15 - S1), 15601 (A15 - S9a), 61141 (A16 - S1), 66031 (A16 - S6), 67701 (A16 - S11), and 70181 (A17 - LM).The Diviner dataset includes all six Apollo sites at approximately 200 m spatial resolution. We find that analyses of Diviner observations of individual sampling stations and SLE measurements of returned Apollo soils show good agreement, while comparisons to thermal infrared reflectance under terrestrial conditions do not agree well, which underscores the need for SLE measurements and validates the Diviner compositional dataset.|
2013SPIE.8859E..0RK|2013|Radiometric calibration of the SwRI ultraviolet reflectance chamber (SwURC) far-ultraviolet reflectometer|Karnes, Preston L., Retherford, Kurt D., Winters, Gregory S., Bassett, Eric C., Escobedo, Stephen M., Patrick, Edward L., Richter, Amanda, Davis, Michael W., Miles, Paul F., Parker, Joel W., Gladstone, G. Randall, Greathouse, Thomas K., Schindhelm, Rebecca N., Feaga, Lori M., Stern, S. Alan|UV, X-Ray, and Gamma-Ray Space Instrumentation for Astronomy XVIII|8859||88590R|The Southwest Research Institute Ultraviolet Reflectance Chamber (SwURC) is a highly capable UV reflectometer chamber and data acquisition system designed to provide bidirectional scattering data of various surfaces and materials. The chamber provides laboratory-based UV reflectance measurements of water frost/ice, lunar soils, simulants, and analogs to support interpretation of UV reflectance data from the Lyman Alpha Mapping Project (LAMP) Lunar Reconnaissance Orbiter (LRO). A deuterium lamp illuminates a monochromator with a nominal wavelength range of 115 nm to 210 nm. The detector scans emission angles -85° to +85°in the principal plane. Liquid nitrogen passed through the sample mount enables constant refrigeration of tray temperatures down to 78 K to form water ice and other volatile samples. The SwURC can be configured to examine a wide range of samples and materials through the use of custom removable sample trays, connectors, and holders. Calibration reference standard measurements reported here include Al/MgF<SUB>2</SUB> coated mirrors for specular reflection and Fluorilon for diffuse reflectances. This calibration work is a precursor to reports of experiments measuring the far-UV reflectance of water frost, lunar simulants, and Apollo soil sample 10084 in support of LRO-LAMP.|http://dx.doi.org/10.1117/12.2024460
2013Icar..226..891K|2013|Ti distribution in grain-size fractions of Apollo soils 10084 and 71501|Kong, W. G., Jolliff, B. L., Wang, Alian|Icarus|226|1|891|Much work has been devoted to the correlation between the remotely sensed UV-VIS slope and the TiO<SUB>2</SUB> concentration of the lunar surface, and this correlation has been used to map the lunar surface TiO<SUB>2</SUB> distributions using data obtained from various missions. However, additional work is needed to fully evaluate the UV-VIS-TiO<SUB>2</SUB> correlation. Such work would help ongoing efforts to improve TiO<SUB>2</SUB> mapping (e.g., as currently underway with LROC Wide Angle Camera (WAC) data). To evaluate the UV-VIS-TiO<SUB>2</SUB> correlation, we are investigating soil petrographic factors (e.g., modal abundances of Ti bearing minerals, lithic, and glass hosts, ilmenite morphology, grain size, and maturity) that may influence the spectra. This “ground truth” approach will be useful in comparing between sample information and laboratory spectra to investigate the influence of petrographic factors on the spectra. In this work, we report the quantitative results of a systematic laboratory investigation of three size fractions (210-100 μm, 100-48 μm, 48-20 μm) of two high Ti lunar soils 10084 and 71501 using a combined digital imaging (backscattered electron image and X-ray maps) method. For each size fraction, the results include: (1) the modal abundances for single phase minerals and lithologic components; (2) the Ti distributions among Ti host components; and (3) the shape of ilmenite grains. We compile and compare the data together for the three size fractions of the two high Ti soils with different maturities as well as data from previous studies. Future work will include the investigation of finer size fractions (&lt;20 μm) and more samples (Apollo 12, Apollo 15) covering a larger range of Ti concentration and maturity, and comparison with their spectra.|http://dx.doi.org/10.1016/j.icarus.2013.07.007
